  -1.3431312e+00   2.8975376e+00
  -1.3722629e+00   2.7480850e+00
  -1.4039457e+00   2.6926680e+00
  -1.4469692e+00   2.7192933e+00
  -1.4697575e+00   2.8244303e+00
  -1.5027298e+00   2.9910487e+00
  -1.5527536e+00   3.1830661e+00
  -1.6050186e+00   3.3714694e+00
  -1.6307081e+00   3.5182038e+00
  -1.6238139e+00   3.5810920e+00
  -1.6118827e+00   3.5642539e+00
  -1.6430761e+00   3.4990623e+00
  -1.6938267e+00   3.4229164e+00
  -1.7355724e+00   3.3092719e+00
  -1.7389955e+00   3.1786278e+00
  -1.6624463e+00   3.0623797e+00
  -1.5118527e+00   2.9551641e+00
  -1.3557266e+00   2.8650172e+00
  -1.2019388e+00   2.8049957e+00
  -1.0142982e+00   2.7630398e+00
  -7.9235955e-01   2.7437044e+00
  -6.0129870e-01   2.7177156e+00
  -4.8921962e-01   2.6815105e+00
  -4.3713371e-01   2.6536474e+00
  -4.1700630e-01   2.6311310e+00
  -4.4578264e-01   2.5880121e+00
  -5.2649760e-01   2.5200824e+00
  -6.2271024e-01   2.4433094e+00
  -7.2870338e-01   2.4006117e+00
  -8.4816345e-01   2.4072406e+00
  -9.7218072e-01   2.4318362e+00
  -1.0558155e+00   2.4598330e+00
  -1.1207165e+00   2.4922465e+00
  -1.2161239e+00   2.5268962e+00
  -1.3413031e+00   2.5913133e+00
  -1.4441582e+00   2.6963650e+00
  -1.5104574e+00   2.7938378e+00
  -1.5289055e+00   2.8192482e+00
  -1.4642219e+00   2.7626555e+00
  -1.3402017e+00   2.7074989e+00
  -1.2357618e+00   2.7289880e+00
  -1.1258238e+00   2.7971727e+00
  -9.8657354e-01   2.8676301e+00
  -8.5115070e-01   2.9187643e+00
  -7.3747116e-01   2.9626216e+00
  -6.4160821e-01   3.0045379e+00
  -5.3687023e-01   3.0502278e+00
  -4.2876192e-01   3.0920545e+00
  -3.7912286e-01   3.0962624e+00
  -4.2185165e-01   3.0403887e+00
  -5.3690227e-01   2.9995366e+00
  -7.1281576e-01   3.0381583e+00
  -8.9056683e-01   3.1164898e+00
  -1.0021466e+00   3.1884110e+00
  -1.0819664e+00   3.2706413e+00
  -1.1900557e+00   3.4015872e+00
  -1.3133447e+00   3.5519451e+00
  -1.3576859e+00   3.6420641e+00
  -1.2667950e+00   3.6533479e+00
  -1.1004378e+00   3.5848358e+00
  -9.4648459e-01   3.4581984e+00
  -8.0995253e-01   3.3062012e+00
  -6.7696490e-01   3.1487658e+00
  -5.5217213e-01   2.9514812e+00
  -4.3327237e-01   2.6968640e+00
  -3.4390252e-01   2.4248456e+00
  -2.9706388e-01   2.1867535e+00
  -2.5335817e-01   2.0016889e+00
  -1.6063208e-01   1.8680030e+00
   9.3237930e-03   1.7616457e+00
   1.7133941e-01   1.6729028e+00
   2.3384554e-01   1.6147044e+00
   2.3280798e-01   1.5957345e+00
   2.1264412e-01   1.6076250e+00
   2.0247736e-01   1.6495484e+00
   1.5651593e-01   1.6817100e+00
   3.9022824e-02   1.6712331e+00
  -1.5684848e-01   1.6518639e+00
  -3.8053923e-01   1.6577992e+00
  -5.4334588e-01   1.6727571e+00
  -6.6662874e-01   1.6944525e+00
  -8.2403947e-01   1.7357951e+00
  -1.0662550e+00   1.8298429e+00
  -1.3575786e+00   2.0018559e+00
  -1.5979159e+00   2.2360048e+00
  -1.7906407e+00   2.4826270e+00
  -1.9707323e+00   2.7111401e+00
  -2.1740487e+00   2.9273590e+00
  -2.3697455e+00   3.1521332e+00
  -2.4387213e+00   3.3287590e+00
  -2.3480185e+00   3.4195759e+00
  -2.1616607e+00   3.3964490e+00
  -1.9620796e+00   3.2891052e+00
  -1.8006353e+00   3.1524428e+00
  -1.7107688e+00   3.0297053e+00
  -1.6749883e+00   2.8914725e+00
  -1.6311691e+00   2.7593983e+00
  -1.5952931e+00   2.6189484e+00
  -1.5954362e+00   2.5178534e+00
  -1.6149406e+00   2.5044944e+00
  -1.6738771e+00   2.5770341e+00
  -1.7517297e+00   2.6915578e+00
  -1.7911754e+00   2.7983984e+00
  -1.7846991e+00   2.8783982e+00
  -1.7228406e+00   2.9304009e+00
  -1.6350496e+00   2.9599744e+00
  -1.5708541e+00   2.9701272e+00
  -1.5276552e+00   2.9522278e+00
  -1.4631762e+00   2.8923298e+00
  -1.3921586e+00   2.7901552e+00
  -1.3090120e+00   2.6369477e+00
  -1.2339828e+00   2.4712311e+00
  -1.2302962e+00   2.3577328e+00
  -1.2891071e+00   2.3298224e+00
  -1.3671610e+00   2.3606838e+00
  -1.4590037e+00   2.4176697e+00
  -1.5210435e+00   2.4921624e+00
  -1.5273664e+00   2.5889623e+00
  -1.5140933e+00   2.6951676e+00
  -1.4884806e+00   2.7977924e+00
  -1.4224035e+00   2.9007280e+00
  -1.3098626e+00   2.9860496e+00
  -1.1507906e+00   3.0119257e+00
  -9.9023466e-01   2.9683317e+00
  -8.6401148e-01   2.8755196e+00
  -7.9633575e-01   2.7699552e+00
  -8.2433568e-01   2.6561632e+00
  -9.7735223e-01   2.5573978e+00
  -1.2117459e+00   2.5211485e+00
  -1.4436190e+00   2.5649031e+00
  -1.6501928e+00   2.6697329e+00
  -1.8412808e+00   2.7981846e+00
  -2.0221335e+00   2.9305448e+00
  -2.2130594e+00   3.0529459e+00
  -2.3977386e+00   3.1730479e+00
  -2.5338267e+00   3.2539883e+00
  -2.5937651e+00   3.2694422e+00
  -2.5846106e+00   3.2311603e+00
  -2.5211096e+00   3.1268127e+00
  -2.4125902e+00   2.9503390e+00
  -2.2875909e+00   2.7766845e+00
  -2.2004294e+00   2.6744099e+00
  -2.1699755e+00   2.6707786e+00
  -2.1444571e+00   2.7281262e+00
  -2.1037839e+00   2.7887283e+00
  -2.0985764e+00   2.8282178e+00
  -2.1631145e+00   2.8318516e+00
  -2.3267534e+00   2.8219112e+00
  -2.5700415e+00   2.8156134e+00
  -2.7726444e+00   2.8110646e+00
  -2.8675847e+00   2.7559016e+00
  -2.8668725e+00   2.6604517e+00
  -2.7948017e+00   2.5866058e+00
  -2.7068331e+00   2.5736348e+00
  -2.6224944e+00   2.6102981e+00
  -2.4821719e+00   2.7018785e+00
  -2.2924458e+00   2.8242024e+00
  -2.1330695e+00   2.9366376e+00
  -2.0317809e+00   3.0214498e+00
  -1.9658942e+00   3.0944079e+00
  -1.9322863e+00   3.1616205e+00
  -1.8806954e+00   3.1970703e+00
  -1.8182228e+00   3.1984591e+00
  -1.7812621e+00   3.1976314e+00
  -1.7805683e+00   3.1700623e+00
  -1.7898772e+00   3.0884531e+00
  -1.8202597e+00   2.9480534e+00
  -1.8355507e+00   2.8040085e+00
  -1.8484987e+00   2.6436001e+00
  -1.8764845e+00   2.4449505e+00
  -1.9220536e+00   2.2284132e+00
  -2.0082321e+00   2.0592551e+00
  -2.1643622e+00   1.9865262e+00
  -2.3199637e+00   2.0011986e+00
  -2.4177138e+00   2.0902278e+00
  -2.4646666e+00   2.2316329e+00
  -2.4976972e+00   2.3864546e+00
  -2.5138936e+00   2.5487226e+00
  -2.5470369e+00   2.6991025e+00
  -2.5898475e+00   2.8113304e+00
  -2.5992157e+00   2.8290925e+00
  -2.5622422e+00   2.7744576e+00
  -2.5317403e+00   2.7211552e+00
  -2.5342141e+00   2.7532146e+00
  -2.5524161e+00   2.7505535e+00
  -2.5380287e+00   2.7787952e+00
  -2.4926344e+00   2.8623721e+00
  -2.4165762e+00   2.9837708e+00
  -2.2792549e+00   3.1248173e+00
  -2.0625280e+00   3.2781892e+00
  -1.7894898e+00   3.4245667e+00
  -1.4954512e+00   3.5415266e+00
  -1.2097612e+00   3.5971715e+00
  -1.0052260e+00   3.5935168e+00
  -9.4091534e-01   3.5577260e+00
  -9.9536862e-01   3.4797870e+00
  -1.0762199e+00   3.3319653e+00
  -1.1347315e+00   3.1675671e+00
  -1.2334606e+00   2.9930855e+00
  -1.3804767e+00   2.9357732e+00
  -1.5166917e+00   2.9571047e+00
  -1.5692692e+00   3.0251917e+00
  -1.4865316e+00   3.0773482e+00
  -1.2787294e+00   3.0731744e+00
  -1.0397939e+00   3.0493783e+00
  -8.7487300e-01   3.0467231e+00
  -8.3148107e-01   3.0508296e+00
  -8.8491172e-01   3.0202585e+00
  -9.7600512e-01   2.8942434e+00
  -1.0680123e+00   2.7083935e+00
  -1.1871443e+00   2.5531884e+00
  -1.3257565e+00   2.5327692e+00
  -1.4454597e+00   2.6401877e+00
  -1.4846597e+00   2.7452761e+00
  -1.4030377e+00   2.7845995e+00
  -1.2621954e+00   2.7766946e+00
  -1.1241229e+00   2.7251941e+00
  -9.8915275e-01   2.6611453e+00
  -8.4623141e-01   2.5762201e+00
  -7.1747588e-01   2.4281796e+00
  -6.1057903e-01   2.2222283e+00
  -5.1212815e-01   2.0103018e+00
  -4.2164305e-01   1.8731881e+00
  -3.4549987e-01   1.8370120e+00
  -3.1926303e-01   1.8629192e+00
  -3.5198751e-01   1.9154622e+00
  -4.3727497e-01   1.9608569e+00
  -5.4888706e-01   1.9490481e+00
  -6.2124614e-01   1.8920916e+00
  -5.9293274e-01   1.7989184e+00
  -5.7844570e-01   1.7222278e+00
  -5.7577911e-01   1.6363968e+00
  -5.6978234e-01   1.5391500e+00
  -5.5207082e-01   1.4331114e+00
  -5.1934232e-01   1.3228967e+00
  -4.7287137e-01   1.2133088e+00
